KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,Ground,Aboard,Fatalities,Year,Aboard3
,,,,,,,,,,,,,,,,,,,,,0,7,7,1991,7
,,,,,,,,,,,,,,,,,,,,,0,4,4,1991,4
,,,,,,,,,,,,,,,,,,,,,0,2,2,1991,2
,,,,,,,,,,,,,,,,,,,,,0,16,1,1991,16
,,,,,,,,,,,,,,,,,,,,,0,10,10,1991,10
,,,,,,,,,,,,,,,,,,,,,0,10,1,1991,10
,,,,,,,,,,,,,,,,,,,,,1,135,134,1991,135
,,,,,,,,,,,,,,,,,,,,,0,9,1,1991,9
,,,,,,,,,,,,,,,,,,,,,0,12,12,1991,12
,,,,,,,,,,,,,,,,,,,,,0,17,17,1991,17
,,,,,,,,,,,,,,,,,,,,,0,3,3,1991,3
,,,,,,,,,,,,,,,,,,,,,0,18,5,1991,18
,,,,,,,,,,,,,,,,,,,,,0,40,40,1991,40
,,,,,,,,,,,,,,,,,,,,,0,51,51,1991,51
,,,,,,,,,,,,,,,,,,,,,2,15,15,1991,15
,,,,,,,,,,,,,,,,,,,,,0,1,1,1991,1
,,,,,,,,,,,,,,,,,,,,,0,20,20,1991,20
,,,,,,,,,,,,,,,,,,,,,0,23,23,1991,23
,,,,,,,,,,,,,,,,,,,,,0,3,3,1991,3
,,,,,,,,,,,,,,,,,,,,,0,20,20,1991,20
,,,,,,,,,,,,,,,,,,,,,0,3,1,1991,3
,,,,,,,,,,,,,,,,,,,,,0,41,41,1991,41
,,,,,,,,,,,,,,,,,,,,,0,20,20,1991,20
,,,,,,,,,,,,,,,,,,,,,0,5,5,1991,5
,,,,,,,,,,,,,,,,,,,,,0,9,9,1991,9
,,,,,,,,,,,,,,,,,,,,,0,30,27,1991,30
,,,,,,,,,,,,,,,,,,,,,0,129,0,1991,129
,,,,,,,,,,,,,,,,,,,,,0,5,5,1991,5
,,,,,,,,,,,,,,,,,,,,,0,5,5,1991,5
,,,,,,,,,,,,,,,,,,,,,0,4,2,1992,4
,,,,,,,,,,,,,,,,,,,,,0,5,2,1992,5
,,,,,,,,,,,,,,,,,,,,,0,96,87,1992,96
,,,,,,,,,,,,,,,,,,,,,0,9,7,1992,9
,,,,,,,,,,,,,,,,,,,,,0,47,47,1992,47
,,,,,,,,,,,,,,,,,,,,,0,12,12,1992,12
,,,,,,,,,,,,,,,,,,,,,11,5,5,1992,5
,,,,,,,,,,,,,,,,,,,,,0,56,30,1992,56
,,,,,,,,,,,,,,,,,,,,,0,4,3,1992,4
,,,,,,,,,,,,,,,,,,,,,0,,1,1992,
,,,,,,,,,,,,,,,,,,,,,0,5,5,1992,5
,,,,,,,,,,,,,,,,,,,,,0,8,3,1992,8
,,,,,,,,,,,,,,,,,,,,,0,2,2,1992,2
,,,,,,,,,,,,,,,,,,,,,0,51,27,1992,51
,,,,,,,,,,,,,,,,,,,,,0,10,10,1992,10
,,,,,,,,,,,,,,,,,,,,,0,7,7,1992,7
,,,,,,,,,,,,,,,,,,,,,0,12,1,1992,12
,,,,,,,,,,,,,,,,,,,,,0,13,3,1992,13
,,,,,,,,,,,,,,,,,,,,,0,10,7,1992,10
,,,,,,,,,,,,,,,,,,,,,0,15,11,1992,15
,,,,,,,,,,,,,,,,,,,,,6,46,46,1992,46
,,,,,,,,,,,,,,,,,,,,,0,4,4,1992,4
,,,,,,,,,,,,,,,,,,,,,0,22,16,1992,22
,,,,,,,,,,,,,,,,,,,,,0,9,9,1992,9
,,,,,,,,,,,,,,,,,,,,,0,39,39,1992,39
,,,,,,,,,,,,,,,,,,,,,0,9,9,1992,9
,,,,,,,,,,,,,,,,,,,,,0,47,47,1992,47
,,,,,,,,,,,,,,,,,,,,,0,5,5,1992,5
,,,,,,,,,,,,,,,,,,,,,0,6,3,1992,6
,,,,,,,,,,,,,,,,,,,,,0,2,2,1992,2
,,,,,,,,,,,,,,,,,,,,,0,6,6,1992,6
,,,,,,,,,,,,,,,,,,,,,0,10,10,1992,10
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,12,10,1992,12
,,,,,,,,,,,,,,,,,,,,,0,4,4,1992,4
,,,,,,,,,,,,,,,,,,,,,0,19,19,1992,19
,,,,,,,,,,,,,,,,,,,,,0,1,1,1992,1
,,,,,,,,,,,,,,,,,,,,,0,34,29,1992,34
,,,,,,,,,,,,,,,,,,,,,0,57,57,1992,57
,,,,,,,,,,,,,,,,,,,,,4,24,24,1992,24
,,,,,,,,,,,,,,,,,,,,,0,70,70,1992,70
,,,,,,,,,,,,,,,,,,,,,0,8,8,1992,8
,,,,,,,,,,,,,,,,,,,,,0,4,4,1992,4
,,,,,,,,,,,,,,,,,,,,,0,6,6,1992,6
,,,,,,,,,,,,,,,,,,,,,0,4,4,1992,4
,,,,,,,,,,,,,,,,,,,,,0,167,167,1992,167
,,,,,,,,,,,,,,,,,,,,,0,292,0,1992,292
,,,,,,,,,,,,,,,,,,,,,0,113,113,1992,113
,,,,,,,,,,,,,,,,,,,,,0,126,108,1992,126
,,,,,,,,,,,,,,,,,,,,,0,10,10,1992,10
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,84,84,1992,84
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,14,12,1992,14
,,,,,,,,,,,,,,,,,,,,,0,41,8,1992,41
,,,,,,,,,,,,,,,,,,,,,0,17,3,1992,17
,,,,,,,,,,,,,,,,,,,,,0,12,12,1992,12
,,,,,,,,,,,,,,,,,,,,,1,43,1,1992,43
,,,,,,,,,,,,,,,,,,,,,0,14,10,1992,14
,,,,,,,,,,,,,,,,,,,,,0,7,7,1992,7
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,11,11,1992,11
,,,,,,,,,,,,,,,,,,,,,0,10,10,1992,10
,,,,,,,,,,,,,,,,,,,,,0,158,158,1992,158
,,,,,,,,,,,,,,,,,,,,,47,4,4,1992,4
,,,,,,,,,,,,,,,,,,,,,0,6,6,1992,6
,,,,,,,,,,,,,,,,,,,,,0,35,14,1992,35
,,,,,,,,,,,,,,,,,,,,,0,13,1,1992,13
,,,,,,,,,,,,,,,,,,,,,0,31,31,1992,31
,,,,,,,,,,,,,,,,,,,,,0,16,15,1992,16
,,,,,,,,,,,,,,,,,,,,,0,11,8,1992,11
,,,,,,,,,,,,,,,,,,,,,0,14,13,1992,14
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,33,33,1992,33
,,,,,,,,,,,,,,,,,,,,,0,20,20,1992,20
,,,,,,,,,,,,,,,,,,,,,0,31,30,1992,31
,,,,,,,,,,,,,,,,,,,,,0,34,34,1992,34
,,,,,,,,,,,,,,,,,,,,,0,3,3,1992,3
,,,,,,,,,,,,,,,,,,,,,0,141,141,1992,141
,,,,,,,,,,,,,,,,,,,,,0,13,13,1992,13
,,,,,,,,,,,,,,,,,,,,,0,9,9,1992,9
,,,,,,,,,,,,,,,,,,,,,0,37,37,1992,37
,,,,,,,,,,,,,,,,,,,,,0,340,56,1992,340
,,,,,,,,,,,,,,,,,,,,,0,157,157,1992,157
,,,,,,,,,,,,,,,,,,,,,0,4,4,1993,4
,,,,,,,,,,,,,,,,,,,,,0,23,4,1993,23
,,,,,,,,,,,,,,,,,,,,,0,44,17,1993,44
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,21,3,1993,21
,,,,,,,,,,,,,,,,,,,,,0,16,16,1993,16
,,,,,,,,,,,,,,,,,,,,,0,133,133,1993,133
,,,,,,,,,,,,,,,,,,,,,0,30,30,1993,30
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,6,6,1993,6
,,,,,,,,,,,,,,,,,,,,,0,97,83,1993,97
,,,,,,,,,,,,,,,,,,,,,0,4,4,1993,4
,,,,,,,,,,,,,,,,,,,,,0,10,3,1993,10
,,,,,,,,,,,,,,,,,,,,,0,6,6,1993,6
,,,,,,,,,,,,,,,,,,,,,0,5,0,1993,5
,,,,,,,,,,,,,,,,,,,,,0,4,4,1993,4
,,,,,,,,,,,,,,,,,,,,,0,4,3,1993,4
,,,,,,,,,,,,,,,,,,,,,0,11,11,1993,11
,,,,,,,,,,,,,,,,,,,,,0,264,2,1993,264
,,,,,,,,,,,,,,,,,,,,,0,8,8,1993,8
,,,,,,,,,,,,,,,,,,,,,0,40,40,1993,40
,,,,,,,,,,,,,,,,,,,,,0,118,56,1993,118
,,,,,,,,,,,,,,,,,,,,,0,76,76,1993,76
,,,,,,,,,,,,,,,,,,,,,0,30,30,1993,30
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,5,3,1993,5
,,,,,,,,,,,,,,,,,,,,,0,132,132,1993,132
,,,,,,,,,,,,,,,,,,,,,0,2,2,1993,2
,,,,,,,,,,,,,,,,,,,,,0,11,11,1993,11
,,,,,,,,,,,,,,,,,,,,,0,11,9,1993,11
,,,,,,,,,,,,,,,,,,,,,0,3,1,1993,3
,,,,,,,,,,,,,,,,,,,,,0,40,40,1993,40
,,,,,,,,,,,,,,,,,,,,,0,43,41,1993,43
,,,,,,,,,,,,,,,,,,,,,0,23,23,1993,23
,,,,,,,,,,,,,,,,,,,,,0,3,3,1993,3
,,,,,,,,,,,,,,,,,,,,,0,2,1,1993,2
,,,,,,,,,,,,,,,,,,,,,0,113,55,1993,113
,,,,,,,,,,,,,,,,,,,,,0,110,68,1993,110
,,,,,,,,,,,,,,,,,,,,,0,17,1,1993,17
,,,,,,,,,,,,,,,,,,,,,0,19,19,1993,19
,,,,,,,,,,,,,,,,,,,,,0,4,4,1993,4
,,,,,,,,,,,,,,,,,,,,,0,3,0,1993,3
,,,,,,,,,,,,,,,,,,,,,0,24,24,1993,24
,,,,,,,,,,,,,,,,,,,,,0,86,82,1993,86
,,,,,,,,,,,,,,,,,,,,,0,70,2,1993,70
,,,,,,,,,,,,,,,,,,,,,0,27,27,1993,27
,,,,,,,,,,,,,,,,,,,,,0,132,106,1993,132
,,,,,,,,,,,,,,,,,,,,,0,30,1,1993,30
,,,,,,,,,,,,,,,,,,,,,0,60,60,1993,60
,,,,,,,,,,,,,,,,,,,,,0,9,9,1993,9
,,,,,,,,,,,,,,,,,,,,,0,80,2,1993,80
,,,,,,,,,,,,,,,,,,,,,0,20,7,1993,20
,,,,,,,,,,,,,,,,,,,,,0,5,5,1993,5
,,,,,,,,,,,,,,,,,,,,,0,7,7,1993,7
,,,,,,,,,,,,,,,,,,,,,0,102,12,1993,102
,,,,,,,,,,,,,,,,,,,,,0,17,17,1993,17
,,,,,,,,,,,,,,,,,,,,,0,116,116,1993,116
,,,,,,,,,,,,,,,,,,,,,0,13,13,1993,13
,,,,,,,,,,,,,,,,,,,,,0,18,18,1993,18
,,,,,,,,,,,,,,,,,,,,,0,7,7,1993,7
,,,,,,,,,,,,,,,,,,,,,0,3,3,1993,3
,,,,,,,,,,,,,,,,,,,,,0,18,18,1993,18
,,,,,,,,,,,,,,,,,,,,,0,29,29,1993,29
,,,,,,,,,,,,,,,,,,,,,0,5,5,1993,5
,,,,,,,,,,,,,,,,,,,,,0,36,36,1993,36
,,,,,,,,,,,,,,,,,,,,,1,124,124,1994,124
,,,,,,,,,,,,,,,,,,,,,0,9,9,1994,9
,,,,,,,,,,,,,,,,,,,,,0,10,10,1994,10
,,,,,,,,,,,,,,,,,,,,,0,8,5,1994,8
,,,,,,,,,,,,,,,,,,,,,0,2,2,1994,2
,,,,,,,,,,,,,,,,,,,,,0,13,13,1994,13
,,,,,,,,,,,,,,,,,,,,,0,31,31,1994,31
,,,,,,,,,,,,,,,,,,,,,0,2,1,1994,2
,,,,,,,,,,,,,,,,,,,,,0,116,0,1994,116
,,,,,,,,,,,,,,,,,,,,,0,4,4,1994,4
,,,,,,,,,,,,,,,,,,,,,0,1,1,1994,1
,,,,,,,,,,,,,,,,,,,,,0,8,8,1994,8
,,,,,,,,,,,,,,,,,,,,,0,32,32,1994,32
,,,,,,,,,,,,,,,,,,,,,0,2,2,1994,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1994,2
,,,,,,,,,,,,,,,,,,,,,0,6,6,1994,6
,,,,,,,,,,,,,,,,,,,,,0,4,4,1994,4
,,,,,,,,,,,,,,,,,,,,,0,29,29,1994,29
,,,,,,,,,,,,,,,,,,,,,0,75,75,1994,75
,,,,,,,,,,,,,,,,,,,,,23,7,0,1994,7
,,,,,,,,,,,,,,,,,,,,,0,5,5,1994,5
,,,,,,,,,,,,,,,,,,,,,0,24,3,1994,24
,,,,,,,,,,,,,,,,,,,,,0,17,17,1994,17
,,,,,,,,,,,,,,,,,,,,,0,12,12,1994,12
,,,,,,,,,,,,,,,,,,,,,0,26,26,1994,26
,,,,,,,,,,,,,,,,,,,,,0,11,11,1994,11
,,,,,,,,,,,,,,,,,,,,,0,271,264,1994,271
,,,,,,,,,,,,,,,,,,,,,0,9,8,1994,9
,,,,,,,,,,,,,,,,,,,,,0,9,8,1994,9
,,,,,,,,,,,,,,,,,,,,,0,16,8,1994,16
,,,,,,,,,,,,,,,,,,,,,0,11,4,1994,11
,,,,,,,,,,,,,,,,,,,,,0,29,7,1994,29
,,,,,,,,,,,,,,,,,,,,,0,7,6,1994,7
,,,,,,,,,,,,,,,,,,,,,0,160,160,1994,160
,,,,,,,,,,,,,,,,,,,,,0,9,9,1994,9
,,,,,,,,,,,,,,,,,,,,,0,12,12,1994,12
,,,,,,,,,,,,,,,,,,,,,0,12,12,1994,12
,,,,,,,,,,,,,,,,,,,,,0,10,9,1994,10
,,,,,,,,,,,,,,,,,,,,,0,17,17,1994,17
,,,,,,,,,,,,,,,,,,,,,0,70,50,1994,70
,,,,,,,,,,,,,,,,,,,,,0,7,7,1994,7
,,,,,,,,,,,,,,,,,,,,,0,93,80,1994,93
,,,,,,,,,,,,,,,,,,,,,0,57,37,1994,57
,,,,,,,,,,,,,,,,,,,,,0,3,3,1994,3
,,,,,,,,,,,,,,,,,,,,,0,7,3,1994,7
,,,,,,,,,,,,,,,,,,,,,0,6,6,1994,6
,,,,,,,,,,,,,,,,,,,,,0,9,5,1994,9
,,,,,,,,,,,,,,,,,,,,,0,21,21,1994,21
,,,,,,,,,,,,,,,,,,,,,0,18,18,1994,18
,,,,,,,,,,,,,,,,,,,,,0,47,47,1994,47
,,,,,,,,,,,,,,,,,,,,,0,160,0,1994,160
,,,,,,,,,,,,,,,,,,,,,0,3,3,1994,3
,,,,,,,,,,,,,,,,,,,,,0,3,3,1994,3
,,,,,,,,,,,,,,,,,,,,,0,4,3,1994,4
,,,,,,,,,,,,,,,,,,,,,0,44,44,1994,44
,,,,,,,,,,,,,,,,,,,,,0,132,132,1994,132
,,,,,,,,,,,,,,,,,,,,,0,5,3,1994,5
,,,,,,,,,,,,,,,,,,,,,0,4,3,1994,4
,,,,,,,,,,,,,,,,,,,,,0,39,5,1994,39
,,,,,,,,,,,,,,,,,,,,,0,12,6,1994,12
,,,,,,,,,,,,,,,,,,,,,0,28,28,1994,28
,,,,,,,,,,,,,,,,,,,,,0,27,1,1994,27
,,,,,,,,,,,,,,,,,,,,,0,9,8,1994,9
,,,,,,,,,,,,,,,,,,,,,0,20,8,1994,20
,,,,,,,,,,,,,,,,,,,,,0,2,2,1994,2
,,,,,,,,,,,,,,,,,,,,,0,10,10,1994,10
,,,,,,,,,,,,,,,,,,,,,0,66,66,1994,66
,,,,,,,,,,,,,,,,,,,,,0,21,21,1994,21
,,,,,,,,,,,,,,,,,,,,,0,22,22,1994,22
,,,,,,,,,,,,,,,,,,,,,0,19,7,1994,19
,,,,,,,,,,,,,,,,,,,,,0,23,23,1994,23
,,,,,,,,,,,,,,,,,,,,,0,68,68,1994,68
,,,,,,,,,,,,,,,,,,,,,0,14,14,1994,14
,,,,,,,,,,,,,,,,,,,,,0,4,4,1994,4
,,,,,,,,,,,,,,,,,,,,,0,30,6,1994,30
,,,,,,,,,,,,,,,,,,,,,0,1,1,1994,1
,,,,,,,,,,,,,,,,,,,,,0,7,7,1994,7
,,,,,,,,,,,,,,,,,,,,,0,142,2,1994,142
,,,,,,,,,,,,,,,,,,,,,0,22,22,1994,22
,,,,,,,,,,,,,,,,,,,,,0,293,1,1994,293
,,,,,,,,,,,,,,,,,,,,,0,5,5,1994,5
,,,,,,,,,,,,,,,,,,,,,0,20,15,1994,20
,,,,,,,,,,,,,,,,,,,,,0,9,7,1994,9
,,,,,,,,,,,,,,,,,,,,,0,28,28,1994,28
,,,,,,,,,,,,,,,,,,,,,0,5,5,1994,5
,,,,,,,,,,,,,,,,,,,,,0,239,3,1994,239
,,,,,,,,,,,,,,,,,,,,,0,76,57,1994,76
,,,,,,,,,,,,,,,,,,,,,0,12,12,1995,12
,,,,,,,,,,,,,,,,,,,,,0,14,14,1995,14
,,,,,,,,,,,,,,,,,,,,,0,52,51,1995,52
,,,,,,,,,,,,,,,,,,,,,0,1,1,1995,1
,,,,,,,,,,,,,,,,,,,,,0,5,5,1995,5
,,,,,,,,,,,,,,,,,,,,,0,1,1,1995,1
,,,,,,,,,,,,,,,,,,,,,0,4,3,1995,4
,,,,,,,,,,,,,,,,,,,,,0,4,2,1995,4
,,,,,,,,,,,,,,,,,,,,,0,24,2,1995,24
,,,,,,,,,,,,,,,,,,,,,0,19,3,1995,19
,,,,,,,,,,,,,,,,,,,,,0,10,10,1995,10
,,,,,,,,,,,,,,,,,,,,,0,4,4,1995,4
,,,,,,,,,,,,,,,,,,,,,0,10,8,1995,10
,,,,,,,,,,,,,,,,,,,,,0,3,3,1995,3
,,,,,,,,,,,,,,,,,,,,,0,10,9,1995,10
,,,,,,,,,,,,,,,,,,,,,0,1,1,1995,1
,,,,,,,,,,,,,,,,,,,,,0,6,6,1995,6
,,,,,,,,,,,,,,,,,,,,,0,60,60,1995,60
,,,,,,,,,,,,,,,,,,,,,0,8,8,1995,8
,,,,,,,,,,,,,,,,,,,,,0,9,1,1995,9
,,,,,,,,,,,,,,,,,,,,,0,3,3,1995,3
,,,,,,,,,,,,,,,,,,,,,0,52,52,1995,52
,,,,,,,,,,,,,,,,,,,,,0,8,8,1995,8
,,,,,,,,,,,,,,,,,,,,,0,7,7,1995,7
,,,,,,,,,,,,,,,,,,,,,0,9,9,1995,9
,,,,,,,,,,,,,,,,,,,,,0,6,6,1995,6
,,,,,,,,,,,,,,,,,,,,,0,12,12,1995,12
,,,,,,,,,,,,,,,,,,,,,0,11,2,1995,11
,,,,,,,,,,,,,,,,,,,,,0,10,6,1995,10
,,,,,,,,,,,,,,,,,,,,,0,62,0,1995,62
,,,,,,,,,,,,,,,,,,,,,0,21,5,1995,21
,,,,,,,,,,,,,,,,,,,,,0,12,12,1995,12
,,,,,,,,,,,,,,,,,,,,,0,14,13,1995,14
,,,,,,,,,,,,,,,,,,,,,0,48,48,1995,48
,,,,,,,,,,,,,,,,,,,,,0,80,16,1995,80
,,,,,,,,,,,,,,,,,,,,,0,2,2,1995,2
,,,,,,,,,,,,,,,,,,,,,0,4,4,1995,4
,,,,,,,,,,,,,,,,,,,,,0,3,3,1995,3
,,,,,,,,,,,,,,,,,,,,,0,6,6,1995,6
,,,,,,,,,,,,,,,,,,,,,0,15,15,1995,15
,,,,,,,,,,,,,,,,,,,,,0,18,1,1995,18
,,,,,,,,,,,,,,,,,,,,,0,34,34,1995,34
,,,,,,,,,,,,,,,,,,,,,0,2,2,1995,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1995,3
,,,,,,,,,,,,,,,,,,,,,0,65,65,1995,65
,,,,,,,,,,,,,,,,,,,,,0,10,10,1995,10
,,,,,,,,,,,,,,,,,,,,,0,10,10,1995,10
,,,,,,,,,,,,,,,,,,,,,0,29,10,1995,29
,,,,,,,,,,,,,,,,,,,,,0,1,1,1995,1
,,,,,,,,,,,,,,,,,,,,,0,7,7,1995,7
,,,,,,,,,,,,,,,,,,,,,0,8,8,1995,8
,,,,,,,,,,,,,,,,,,,,,0,22,21,1995,22
,,,,,,,,,,,,,,,,,,,,,0,51,3,1995,51
,,,,,,,,,,,,,,,,,,,,,0,81,81,1995,81
,,,,,,,,,,,,,,,,,,,,,0,9,5,1995,9
,,,,,,,,,,,,,,,,,,,,,0,53,34,1995,53
,,,,,,,,,,,,,,,,,,,,,0,3,2,1995,3
,,,,,,,,,,,,,,,,,,,,,0,43,42,1995,43
,,,,,,,,,,,,,,,,,,,,,0,24,24,1995,24
,,,,,,,,,,,,,,,,,,,,,0,15,15,1995,15
,,,,,,,,,,,,,,,,,,,,,0,10,8,1995,10
,,,,,,,,,,,,,,,,,,,,,0,14,1,1995,14
,,,,,,,,,,,,,,,,,,,,,0,15,15,1995,15
,,,,,,,,,,,,,,,,,,,,,0,3,3,1995,3
,,,,,,,,,,,,,,,,,,,,,0,13,13,1995,13
,,,,,,,,,,,,,,,,,,,,,0,11,9,1995,11
,,,,,,,,,,,,,,,,,,,,,0,53,53,1995,53
,,,,,,,,,,,,,,,,,,,,,0,137,9,1995,137
,,,,,,,,,,,,,,,,,,,,,0,63,63,1995,63
,,,,,,,,,,,,,,,,,,,,,0,10,10,1995,10
,,,,,,,,,,,,,,,,,,,,,0,6,2,1995,6
,,,,,,,,,,,,,,,,,,,,,0,78,72,1995,78
,,,,,,,,,,,,,,,,,,,,,0,82,54,1995,82
,,,,,,,,,,,,,,,,,,,,,0,98,98,1995,98
,,,,,,,,,,,,,,,,,,,,,0,20,20,1995,20
,,,,,,,,,,,,,,,,,,,,,0,49,49,1995,49
,,,,,,,,,,,,,,,,,,,,,0,144,141,1995,144
,,,,,,,,,,,,,,,,,,,,,0,164,160,1995,164
,,,,,,,,,,,,,,,,,,,,,0,12,2,1995,12
,,,,,,,,,,,,,,,,,,,,,0,12,12,1996,12
,,,,,,,,,,,,,,,,,,,,,225,6,2,1996,6
,,,,,,,,,,,,,,,,,,,,,0,10,1,1996,10
,,,,,,,,,,,,,,,,,,,,,0,14,14,1996,14
,,,,,,,,,,,,,,,,,,,,,0,39,39,1996,39
,,,,,,,,,,,,,,,,,,,,,0,6,5,1996,6
,,,,,,,,,,,,,,,,,,,,,24,4,4,1996,4
,,,,,,,,,,,,,,,,,,,,,0,4,4,1996,4
,,,,,,,,,,,,,,,,,,,,,0,189,189,1996,189
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,0,20,20,1996,20
,,,,,,,,,,,,,,,,,,,,,0,15,11,1996,15
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,10,10,1996,10
,,,,,,,,,,,,,,,,,,,,,0,91,91,1996,91
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,0,123,123,1996,123
,,,,,,,,,,,,,,,,,,,,,0,9,9,1996,9
,,,,,,,,,,,,,,,,,,,,,0,23,23,1996,23
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,0,5,5,1996,5
,,,,,,,,,,,,,,,,,,,,,0,35,35,1996,35
,,,,,,,,,,,,,,,,,,,,,0,20,20,1996,20
,,,,,,,,,,,,,,,,,,,,,0,17,6,1996,17
,,,,,,,,,,,,,,,,,,,,,0,3,3,1996,3
,,,,,,,,,,,,,,,,,,,,,0,53,53,1996,53
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,19,16,1996,19
,,,,,,,,,,,,,,,,,,,,,0,10,1,1996,10
,,,,,,,,,,,,,,,,,,,,,0,110,110,1996,110
,,,,,,,,,,,,,,,,,,,,,0,3,3,1996,3
,,,,,,,,,,,,,,,,,,,,,0,10,10,1996,10
,,,,,,,,,,,,,,,,,,,,,0,7,7,1996,7
,,,,,,,,,,,,,,,,,,,,,0,28,18,1996,28
,,,,,,,,,,,,,,,,,,,,,0,275,3,1996,275
,,,,,,,,,,,,,,,,,,,,,0,12,2,1996,12
,,,,,,,,,,,,,,,,,,,,,0,142,2,1996,142
,,,,,,,,,,,,,,,,,,,,,0,20,20,1996,20
,,,,,,,,,,,,,,,,,,,,,0,9,9,1996,9
,,,,,,,,,,,,,,,,,,,,,0,41,34,1996,41
,,,,,,,,,,,,,,,,,,,,,0,230,230,1996,230
,,,,,,,,,,,,,,,,,,,,,0,18,1,1996,18
,,,,,,,,,,,,,,,,,,,,,0,4,4,1996,4
,,,,,,,,,,,,,,,,,,,,,0,49,8,1996,49
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,3,1,1996,3
,,,,,,,,,,,,,,,,,,,,,0,9,9,1996,9
,,,,,,,,,,,,,,,,,,,,,0,3,3,1996,3
,,,,,,,,,,,,,,,,,,,,,0,12,12,1996,12
,,,,,,,,,,,,,,,,,,,,,0,141,141,1996,141
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,5,3,1996,5
,,,,,,,,,,,,,,,,,,,,,0,32,32,1996,32
,,,,,,,,,,,,,,,,,,,,,0,70,70,1996,70
,,,,,,,,,,,,,,,,,,,,,0,21,6,1996,21
,,,,,,,,,,,,,,,,,,,,,0,19,6,1996,19
,,,,,,,,,,,,,,,,,,,,,0,23,2,1996,23
,,,,,,,,,,,,,,,,,,,,,0,3,3,1996,3
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,30,4,4,1996,4
,,,,,,,,,,,,,,,,,,,,,0,34,5,1996,34
,,,,,,,,,,,,,,,,,,,,,3,95,95,1996,95
,,,,,,,,,,,,,,,,,,,,,0,16,16,1996,16
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,0,16,16,1997,16
,,,,,,,,,,,,,,,,,,,,,0,143,143,1996,143
,,,,,,,,,,,,,,,,,,,,,0,349,349,1996,349
,,,,,,,,,,,,,,,,,,,,,0,8,8,1996,8
,,,,,,,,,,,,,,,,,,,,,0,15,14,1996,15
,,,,,,,,,,,,,,,,,,,,,0,14,14,1996,14
,,,,,,,,,,,,,,,,,,,,,0,11,10,1996,11
,,,,,,,,,,,,,,,,,,,,,0,175,127,1996,175
,,,,,,,,,,,,,,,,,,,,,0,1,1,1996,1
,,,,,,,,,,,,,,,,,,,,,0,23,23,1996,23
,,,,,,,,,,,,,,,,,,,,,0,15,14,1996,15
,,,,,,,,,,,,,,,,,,,,,2,17,16,1996,17
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,18,18,1996,18
,,,,,,,,,,,,,,,,,,,,,0,4,4,1996,4
,,,,,,,,,,,,,,,,,,,,,0,6,6,1996,6
,,,,,,,,,,,,,,,,,,,,,0,22,22,1996,22
,,,,,,,,,,,,,,,,,,,,,0,2,2,1996,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1997,2
,,,,,,,,,,,,,,,,,,,,,0,5,3,1997,5
,,,,,,,,,,,,,,,,,,,,,0,29,29,1997,29
,,,,,,,,,,,,,,,,,,,,,0,2,1,1997,2
,,,,,,,,,,,,,,,,,,,,,0,16,5,1997,16
