KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,Ground,Aboard,Fatalities,Year,Aboard3
876.01,1.8643,16531,89,104.89891,0.00077,6.998077,0.000038,21.8,3.6,0.1436,0.0066,0.81,0.28,9.2,0.07,693,1.90E-05,2,,,0,49,13,1946,49
877.01,2.2818,1219,32,103.9571,0.0025,5.95487,0.0001,19,78,0.034,0.026,0.4,2.2,2.5,0.055,652,5.40E-05,2,,,0,30,30,1946,30
877.02,2.7065,1091,21,114.2249,0.0037,12.03957,0.00034,35.1,1.6,0.0314,0.0011,0.02,0.042,2.3,0.088,516,5.70E-05,2,,,0,13,13,1946,13
878.01,4.4967,1255,33,106.8197,0.0039,23.58879,0.00063,19.5,6.9,0.0414,0.0031,0.9,0.31,5.2,0.158,568,8.10E-05,2,,,0,20,20,1946,20
880.01,4.0223,1635,40,127.1322,0.0027,26.44302,0.00052,25.1,6.9,0.0466,0.0024,0.89,0.28,4.9,0.176,569,5.40E-05,2,1,,0,22,22,1946,22
880.02,6.513,3466,93,107.1236,0.0017,51.52991,0.00041,64.08,0.53,0.05485,0.00041,0.018,0.017,5.8,0.274,456,4.60E-05,2,1,,0,16,3,1946,16
880.03,2.8108,638,32,69.7841,0.0029,5.902243,0.000072,12,41,0.026,0.016,0.7,1.6,2.8,0.065,936,-,4,,,0,6,4,1946,6
880.04,2.2269,228,16,68.0797,0.0048,2.382948,0.000049,5,25,0.019,0.016,0.8,1.5,2,0.035,1275,-,4,,,0,5,1,1946,5
881.01,3.9739,1693,35,140.6795,0.0029,21.02147,0.00051,41.2,1,0.0387,0.00076,0.0431,-,2.5,0.142,459,8.50E-05,2,NoObs,,0,9,8,1946,9
881.02,7.2304,2948,29,140.3562,0.0051,226.8916,0.0062,139,42,0.0598,0.0039,0.84,0.35,3.9,0.693,208,7.20E-05,2,NoObs,,0,25,2,1946,25
882.01,1.9042,23209,121,103.69391,0.00049,1.9568099,0.0000067,7.8,2.3,0.1511,0.0015,0.36,0.11,13.6,0.03,1176,3.60E-05,3,,,0,9,6,1946,9
883.01,2.1328,33731,333,103.10127,0.00024,2.6888995,0.0000044,11.296,0.052,0.16675,0.00054,0,0.014,10,0.034,829,3.50E-05,2,,,0,22,22,1946,22
884.01,2.8824,2809,86,110.1842,0.0011,9.439536,0.000073,24,37,0.05,0.017,0.4,1.3,3,0.082,564,2.50E-05,2,1,,1,26,20,1946,26
884.02,3.5113,1879,42,111.6901,0.0021,20.47687,0.00024,53.6,1.2,0.04552,0.0008,0.019,0.03,2.7,0.137,436,3.00E-05,2,1,,0,22,21,1946,22
884.03,2.2744,407,19,68.3065,0.0042,3.336241,0.00006,11.74,0.55,0.0207,0.00072,0.0542,-,1.2,0.041,797,-,4,,,0,24,24,1946,24
886.01,2.1724,1221,25,103.1784,0.0029,8.01281,0.00016,28,256,0.035,0.04,0.4,3.4,2,0.059,488,9.20E-05,2,NoObs,,0,4,4,1946,4
887.01,2.5948,573,30,108.3458,0.0029,7.41121,0.00015,22.71,0.76,0.02269,0.00058,0.0059,-,2.3,0.075,867,9.10E-05,2,,,0,21,21,1946,21
889.01,2.619,16292,311,102.99117,0.00034,8.884903,0.00002,36.26,0.18,0.11449,0.00035,0.03,0.017,11.7,0.083,754,2.90E-05,2,,,0,7,1,1946,7
890.01,4.256,6795,219,109.62331,0.00052,8.09888,0.00003,15.649,0.064,0.07701,0.00026,0,0.01,7.6,0.081,878,1.30E-05,2,,,0,17,17,1947,17
891.01,4.9086,839,38,109.9676,0.0033,10.00634,0.00024,14,40,0.028,0.015,0.6,1.7,2.7,0.093,785,2.10E-05,2,,,0,44,27,1946,44
892.01,2.8869,1125,31,105.6161,0.003,10.37176,0.00021,24,95,0.033,0.027,0.5,2,2.8,0.09,654,3.80E-05,2,,,0,25,25,1946,25
893.01,4.3828,578,25,105.1843,0.0064,4.40845,0.00028,7.85,0.23,0.0233,0.00059,0.0248,-,2.6,0.054,1091,7.90E-05,3,,,0,31,31,1946,31
895.01,3.9799,13626,73,104.8936,0.0017,4.409394,0.000052,9.459,0.054,0.1066,0.0011,0.01,-,12.8,0.053,1093,4.50E-05,2,,,0,19,19,1946,19
896.01,4.0317,2405,64,108.5683,0.0018,16.2398,0.00021,32.61,0.45,0.04535,0.00052,0.015,0.022,3.9,0.123,578,5.10E-05,2,,,0,25,25,1946,25
896.02,3.0443,1216,47,107.0462,0.0022,6.308146,0.000095,16.7,0.36,0.0331,0.00056,0.0237,-,2.8,0.066,789,5.80E-05,2,,,0,39,39,1946,39
897.01,2.1494,13798,663,102.88985,0.00014,2.0523497,0.0000019,8.527,0.019,0.10906,0.00015,0.03,0.01,12,0.032,1417,5.40E-05,2,NoObs,,0,21,21,1946,21
898.01,2.5752,1798,30,108.7101,0.0026,9.77059,0.00018,31,144,0.041,0.037,0.3,2.4,3,0.074,540,1.90E-05,2,NoObs,,22,1,1,1946,1
898.02,2.054,1115,23,105.6293,0.0031,5.16991,0.00011,18,96,0.033,0.032,0.4,2.5,2.4,0.049,664,2.30E-05,2,NoObs,,0,41,2,1946,41
898.03,3.3063,1255,17,80.9862,0.0062,20.08923,0.00054,44,278,0.034,0.041,0.4,2.7,2.5,0.12,424,-,4,,,0,16,16,1946,16
899.01,2.093,791,29,107.3219,0.0023,7.11388,0.00011,24,128,0.028,0.019,0.5,2.4,1.7,0.055,510,8.70E-05,2,NoObs,,0,13,13,1946,13
899.02,1.8687,477,25,67.3709,0.0028,3.306569,0.000039,13.34,0.53,0.02123,0.00066,0.0214,-,1.3,0.033,658,-,4,,,0,11,11,1946,11
899.03,2.4349,726,21,80.3944,0.0037,15.36813,0.00026,35,221,0.029,0.036,0.7,2,1.7,0.091,397,-,4,,,0,24,1,1946,24
900.01,3.0479,1282,24,105.3395,0.0038,13.81001,0.00056,39.4,1.7,0.0334,0.0011,0.056,0.01,4.3,0.116,798,1.90E-05,2,,,0,27,23,1946,27
901.01,1.9512,6298,123,109.93915,0.00052,12.732557,0.000046,53.09,0.54,0.07377,0.00054,0.009,0.02,4.4,0.089,463,1.60E-05,2,,,0,20,2,1946,20
902.01,6.9808,7810,90,169.8066,0.0014,83.9042,0.0017,107.2,1.1,0.07978,0.00066,0.005,0.01,5.7,0.324,270,2.10E-05,2,,,0,11,11,1946,11
903.01,4.2191,6760,262,106.43312,0.00049,5.007341,0.000017,9.815,0.034,0.07665,0.00021,-,0.01,5.6,0.057,853,6.30E-05,2,,,0,15,15,1946,15
904.01,1.8541,563,20,103.1507,0.0031,2.211073,0.000047,7,33,0.027,0.028,0.7,1.8,2.1,0.029,960,2.90E-05,2,NoObs,,0,26,26,1946,26
904.02,3.255,1537,20,111.8263,0.0045,27.93886,0.00095,58,299,0.038,0.042,0.6,2.1,3,0.159,410,2.20E-05,2,NoObs,,0,23,23,1946,23
905.01,2.4135,1634,51,105.6967,0.0016,5.795111,0.000065,18.83,0.39,0.03715,0.00053,0.029,0.037,2,0.062,698,7.80E-05,3,NoObs,,0,22,22,1946,22
906.01,2.5473,803,24,107.1339,0.0033,7.15684,0.00016,18,83,0.031,0.029,0.7,1.7,2.8,0.071,759,4.10E-05,2,,,0,18,5,1946,18
907.01,4.1177,886,26,109.117,0.0039,16.51385,0.0007,32.2,1,0.02811,0.00071,0.03,0.052,3.5,0.13,738,8.50E-05,2,NoObs,,0,24,24,1946,24
